id,depth_pos,depth_m,depth_cm,def1,season,year,site,depth,core,mag.vec,duration
3366,503,-0.16,16,0,activelayer,1,TOOL,503,1,0.5,24
3368,503,-0.16,16,1,activelayer,1,TOOL,503,3,0.5,24
3369,503,-0.16,16,0,activelayer,1,TOOL,503,4,0.5,24
3371,504,-0.26,26,0,activelayer,1,TOOL,504,3,0.5,24
3372,504,-0.26,26,0,activelayer,1,TOOL,504,4,0.5,24
3374,505,-0.36,36,0,activelayer,1,TOOL,505,3,0.5,24
3375,505,-0.36,36,0,activelayer,1,TOOL,505,4,0.5,24
3377,506,-0.46,46,0,activelayer,1,TOOL,506,3,0.5,24
3378,506,-0.46,46,0,activelayer,1,TOOL,506,4,0.5,24
3379,507,-0.56,56,0,activelayer,1,TOOL,507,2,0.5,24
3380,507,-0.56,56,0,activelayer,1,TOOL,507,3,0.5,24
3381,507,-0.56,56,0,activelayer,1,TOOL,507,4,0.5,24
3517,501,-0.02,2,0,activelayer,2,TOOL,501,1,0.5,24
3518,501,-0.02,2,0,activelayer,2,TOOL,501,2,0.5,24
3519,501,-0.02,2,3,activelayer,2,TOOL,501,3,0.5,24
3520,501,-0.02,2,2,activelayer,2,TOOL,501,4,0.5,24
3521,501,-0.02,2,1,activelayer,2,TOOL,501,5,0.5,24
3522,502,-0.06,6,0,activelayer,2,TOOL,502,1,0.5,24
3523,502,-0.06,6,0,activelayer,2,TOOL,502,2,0.5,24
3524,502,-0.06,6,2,activelayer,2,TOOL,502,3,0.5,24
3525,502,-0.06,6,0,activelayer,2,TOOL,502,4,0.5,24
3526,502,-0.06,6,0,activelayer,2,TOOL,502,5,0.5,24
3527,503,-0.16,16,0,activelayer,2,TOOL,503,1,0.5,24
3528,503,-0.16,16,0,activelayer,2,TOOL,503,2,0.5,24
3529,503,-0.16,16,0,activelayer,2,TOOL,503,3,0.5,24
3530,503,-0.16,16,0,activelayer,2,TOOL,503,4,0.5,24
3531,504,-0.26,26,0,activelayer,2,TOOL,504,2,0.5,24
3533,504,-0.26,26,0,activelayer,2,TOOL,504,4,0.5,24
3534,505,-0.36,36,0,activelayer,2,TOOL,505,2,0.5,24
3535,505,-0.36,36,0,activelayer,2,TOOL,505,3,0.5,24
3536,505,-0.36,36,0,activelayer,2,TOOL,505,4,0.5,24
3537,506,-0.46,46,0,activelayer,2,TOOL,506,2,0.5,24
3538,506,-0.46,46,0,activelayer,2,TOOL,506,3,0.5,24
3539,506,-0.46,46,0,activelayer,2,TOOL,506,4,0.5,24
3540,507,-0.56,56,0,activelayer,2,TOOL,507,2,0.5,24
3541,507,-0.56,56,0,activelayer,2,TOOL,507,3,0.5,24
3542,507,-0.56,56,0,activelayer,2,TOOL,507,4,0.5,24
4966,501,-0.02,2,0,activelayer,1,TOOL,501,1,1,24
4968,501,-0.02,2,3,activelayer,1,TOOL,501,3,1,24
4969,501,-0.02,2,0,activelayer,1,TOOL,501,4,1,24
4971,502,-0.06,6,0,activelayer,1,TOOL,502,1,1,24
4973,502,-0.06,6,3,activelayer,1,TOOL,502,3,1,24
4974,502,-0.06,6,0,activelayer,1,TOOL,502,4,1,24
4976,503,-0.16,16,0,activelayer,1,TOOL,503,1,1,24
4978,503,-0.16,16,0,activelayer,1,TOOL,503,3,1,24
4979,503,-0.16,16,0,activelayer,1,TOOL,503,4,1,24
4981,504,-0.26,26,0,activelayer,1,TOOL,504,3,1,24
4982,504,-0.26,26,0,activelayer,1,TOOL,504,4,1,24
4984,505,-0.36,36,0,activelayer,1,TOOL,505,3,1,24
4985,505,-0.36,36,0,activelayer,1,TOOL,505,4,1,24
4987,506,-0.46,46,0,activelayer,1,TOOL,506,3,1,24
4988,506,-0.46,46,0,activelayer,1,TOOL,506,4,1,24
4989,507,-0.56,56,0,activelayer,1,TOOL,507,2,1,24
4990,507,-0.56,56,0,activelayer,1,TOOL,507,3,1,24
4991,507,-0.56,56,0,activelayer,1,TOOL,507,4,1,24
5127,501,-0.02,2,0,activelayer,2,TOOL,501,1,1,24
5128,501,-0.02,2,0,activelayer,2,TOOL,501,2,1,24
5129,501,-0.02,2,2,activelayer,2,TOOL,501,3,1,24
5130,501,-0.02,2,0,activelayer,2,TOOL,501,4,1,24
5131,501,-0.02,2,0,activelayer,2,TOOL,501,5,1,24
5132,502,-0.06,6,0,activelayer,2,TOOL,502,1,1,24
5133,502,-0.06,6,0,activelayer,2,TOOL,502,2,1,24
5134,502,-0.06,6,0,activelayer,2,TOOL,502,3,1,24
5135,502,-0.06,6,1,activelayer,2,TOOL,502,4,1,24
5136,502,-0.06,6,0,activelayer,2,TOOL,502,5,1,24
5137,503,-0.16,16,0,activelayer,2,TOOL,503,1,1,24
5138,503,-0.16,16,0,activelayer,2,TOOL,503,2,1,24
5139,503,-0.16,16,0,activelayer,2,TOOL,503,3,1,24
5140,503,-0.16,16,0,activelayer,2,TOOL,503,4,1,24
5141,504,-0.26,26,0,activelayer,2,TOOL,504,2,1,24
5143,504,-0.26,26,0,activelayer,2,TOOL,504,4,1,24
5144,505,-0.36,36,0,activelayer,2,TOOL,505,2,1,24
5145,505,-0.36,36,0,activelayer,2,TOOL,505,3,1,24
5146,505,-0.36,36,0,activelayer,2,TOOL,505,4,1,24
5147,506,-0.46,46,0,activelayer,2,TOOL,506,2,1,24
5148,506,-0.46,46,0,activelayer,2,TOOL,506,3,1,24
5149,506,-0.46,46,0,activelayer,2,TOOL,506,4,1,24
5150,507,-0.56,56,0,activelayer,2,TOOL,507,2,1,24
5151,507,-0.56,56,0,activelayer,2,TOOL,507,3,1,24
5152,507,-0.56,56,0,activelayer,2,TOOL,507,4,1,24
6576,501,-0.02,2,0,activelayer,1,TOOL,501,1,1.5,24
6578,501,-0.02,2,3,activelayer,1,TOOL,501,3,1.5,24
6579,501,-0.02,2,0,activelayer,1,TOOL,501,4,1.5,24
6581,502,-0.06,6,0,activelayer,1,TOOL,502,1,1.5,24
6583,502,-0.06,6,2,activelayer,1,TOOL,502,3,1.5,24
6584,502,-0.06,6,0,activelayer,1,TOOL,502,4,1.5,24
6586,503,-0.16,16,0,activelayer,1,TOOL,503,1,1.5,24
6588,503,-0.16,16,0,activelayer,1,TOOL,503,3,1.5,24
6589,503,-0.16,16,0,activelayer,1,TOOL,503,4,1.5,24
6591,504,-0.26,26,0,activelayer,1,TOOL,504,3,1.5,24
6592,504,-0.26,26,0,activelayer,1,TOOL,504,4,1.5,24
6594,505,-0.36,36,0,activelayer,1,TOOL,505,3,1.5,24
6595,505,-0.36,36,0,activelayer,1,TOOL,505,4,1.5,24
6597,506,-0.46,46,0,activelayer,1,TOOL,506,3,1.5,24
6598,506,-0.46,46,0,activelayer,1,TOOL,506,4,1.5,24
6599,507,-0.56,56,0,activelayer,1,TOOL,507,2,1.5,24
6600,507,-0.56,56,0,activelayer,1,TOOL,507,3,1.5,24
6601,507,-0.56,56,0,activelayer,1,TOOL,507,4,1.5,24
6737,501,-0.02,2,0,activelayer,2,TOOL,501,1,1.5,24
6738,501,-0.02,2,0,activelayer,2,TOOL,501,2,1.5,24
6739,501,-0.02,2,2,activelayer,2,TOOL,501,3,1.5,24
6740,501,-0.02,2,0,activelayer,2,TOOL,501,4,1.5,24
6741,501,-0.02,2,0,activelayer,2,TOOL,501,5,1.5,24
6742,502,-0.06,6,0,activelayer,2,TOOL,502,1,1.5,24
6743,502,-0.06,6,0,activelayer,2,TOOL,502,2,1.5,24
6744,502,-0.06,6,0,activelayer,2,TOOL,502,3,1.5,24
6745,502,-0.06,6,0,activelayer,2,TOOL,502,4,1.5,24
6746,502,-0.06,6,0,activelayer,2,TOOL,502,5,1.5,24
6747,503,-0.16,16,0,activelayer,2,TOOL,503,1,1.5,24
6748,503,-0.16,16,0,activelayer,2,TOOL,503,2,1.5,24
6749,503,-0.16,16,0,activelayer,2,TOOL,503,3,1.5,24
6750,503,-0.16,16,0,activelayer,2,TOOL,503,4,1.5,24
6751,504,-0.26,26,0,activelayer,2,TOOL,504,2,1.5,24
6753,504,-0.26,26,0,activelayer,2,TOOL,504,4,1.5,24
6754,505,-0.36,36,0,activelayer,2,TOOL,505,2,1.5,24
6755,505,-0.36,36,0,activelayer,2,TOOL,505,3,1.5,24
6756,505,-0.36,36,0,activelayer,2,TOOL,505,4,1.5,24
6757,506,-0.46,46,0,activelayer,2,TOOL,506,2,1.5,24
6758,506,-0.46,46,0,activelayer,2,TOOL,506,3,1.5,24
6759,506,-0.46,46,0,activelayer,2,TOOL,506,4,1.5,24
6760,507,-0.56,56,0,activelayer,2,TOOL,507,2,1.5,24
6761,507,-0.56,56,0,activelayer,2,TOOL,507,3,1.5,24
6762,507,-0.56,56,0,activelayer,2,TOOL,507,4,1.5,24
8186,501,-0.02,2,0,activelayer,1,TOOL,501,1,2,24
8188,501,-0.02,2,3,activelayer,1,TOOL,501,3,2,24
8189,501,-0.02,2,0,activelayer,1,TOOL,501,4,2,24
8191,502,-0.06,6,0,activelayer,1,TOOL,502,1,2,24
8193,502,-0.06,6,2,activelayer,1,TOOL,502,3,2,24
8194,502,-0.06,6,0,activelayer,1,TOOL,502,4,2,24
8196,503,-0.16,16,0,activelayer,1,TOOL,503,1,2,24
8198,503,-0.16,16,0,activelayer,1,TOOL,503,3,2,24
8199,503,-0.16,16,0,activelayer,1,TOOL,503,4,2,24
8201,504,-0.26,26,0,activelayer,1,TOOL,504,3,2,24
8202,504,-0.26,26,0,activelayer,1,TOOL,504,4,2,24
8204,505,-0.36,36,0,activelayer,1,TOOL,505,3,2,24
8205,505,-0.36,36,0,activelayer,1,TOOL,505,4,2,24
8207,506,-0.46,46,0,activelayer,1,TOOL,506,3,2,24
8208,506,-0.46,46,0,activelayer,1,TOOL,506,4,2,24
8209,507,-0.56,56,0,activelayer,1,TOOL,507,2,2,24
8210,507,-0.56,56,0,activelayer,1,TOOL,507,3,2,24
8211,507,-0.56,56,0,activelayer,1,TOOL,507,4,2,24
8347,501,-0.02,2,0,activelayer,2,TOOL,501,1,2,24
8348,501,-0.02,2,0,activelayer,2,TOOL,501,2,2,24
8349,501,-0.02,2,2,activelayer,2,TOOL,501,3,2,24
8350,501,-0.02,2,0,activelayer,2,TOOL,501,4,2,24
8351,501,-0.02,2,0,activelayer,2,TOOL,501,5,2,24
8352,502,-0.06,6,0,activelayer,2,TOOL,502,1,2,24
8353,502,-0.06,6,0,activelayer,2,TOOL,502,2,2,24
8354,502,-0.06,6,0,activelayer,2,TOOL,502,3,2,24
8355,502,-0.06,6,0,activelayer,2,TOOL,502,4,2,24
8356,502,-0.06,6,0,activelayer,2,TOOL,502,5,2,24
8357,503,-0.16,16,0,activelayer,2,TOOL,503,1,2,24
8358,503,-0.16,16,0,activelayer,2,TOOL,503,2,2,24
8359,503,-0.16,16,0,activelayer,2,TOOL,503,3,2,24
8360,503,-0.16,16,0,activelayer,2,TOOL,503,4,2,24
8361,504,-0.26,26,0,activelayer,2,TOOL,504,2,2,24
8363,504,-0.26,26,0,activelayer,2,TOOL,504,4,2,24
8364,505,-0.36,36,0,activelayer,2,TOOL,505,2,2,24
8365,505,-0.36,36,0,activelayer,2,TOOL,505,3,2,24
8366,505,-0.36,36,0,activelayer,2,TOOL,505,4,2,24
8367,506,-0.46,46,0,activelayer,2,TOOL,506,2,2,24
8368,506,-0.46,46,0,activelayer,2,TOOL,506,3,2,24
8369,506,-0.46,46,0,activelayer,2,TOOL,506,4,2,24
8370,507,-0.56,56,0,activelayer,2,TOOL,507,2,2,24
8371,507,-0.56,56,0,activelayer,2,TOOL,507,3,2,24
8372,507,-0.56,56,0,activelayer,2,TOOL,507,4,2,24
1102,501,-0.02,2,0,fall,1,TOOL,501,1,0.1,24
1103,501,-0.02,2,2,fall,1,TOOL,501,2,0.1,24
1104,501,-0.02,2,1,fall,1,TOOL,501,3,0.1,24
1105,501,-0.02,2,3,fall,1,TOOL,501,4,0.1,24
1107,502,-0.06,6,3,fall,1,TOOL,502,1,0.1,24
1108,502,-0.06,6,2,fall,1,TOOL,502,2,0.1,24
1109,502,-0.06,6,1,fall,1,TOOL,502,3,0.1,24
1110,502,-0.06,6,0,fall,1,TOOL,502,4,0.1,24
1112,503,-0.16,16,1,fall,1,TOOL,503,1,0.1,24
1113,503,-0.16,16,2,fall,1,TOOL,503,2,0.1,24
1114,503,-0.16,16,2,fall,1,TOOL,503,3,0.1,24
1115,503,-0.16,16,1,fall,1,TOOL,503,4,0.1,24
1116,504,-0.26,26,1,fall,1,TOOL,504,2,0.1,24
1117,504,-0.26,26,1,fall,1,TOOL,504,3,0.1,24
1118,504,-0.26,26,1,fall,1,TOOL,504,4,0.1,24
1119,505,-0.36,36,0,fall,1,TOOL,505,2,0.1,24
1120,505,-0.36,36,0,fall,1,TOOL,505,3,0.1,24
1121,505,-0.36,36,0,fall,1,TOOL,505,4,0.1,24
1123,506,-0.46,46,0,fall,1,TOOL,506,3,0.1,24
1124,506,-0.46,46,0,fall,1,TOOL,506,4,0.1,24
1125,507,-0.56,56,0,fall,1,TOOL,507,2,0.1,24
1126,507,-0.56,56,0,fall,1,TOOL,507,3,0.1,24
1127,507,-0.56,56,0,fall,1,TOOL,507,4,0.1,24
1263,501,-0.02,2,0,fall,2,TOOL,501,1,0.1,24
1264,501,-0.02,2,3,fall,2,TOOL,501,2,0.1,24
1265,501,-0.02,2,3,fall,2,TOOL,501,3,0.1,24
1266,501,-0.02,2,3,fall,2,TOOL,501,4,0.1,24
1267,501,-0.02,2,2,fall,2,TOOL,501,5,0.1,24
1268,502,-0.06,6,0,fall,2,TOOL,502,1,0.1,24
1269,502,-0.06,6,3,fall,2,TOOL,502,2,0.1,24
1270,502,-0.06,6,3,fall,2,TOOL,502,3,0.1,24
1272,502,-0.06,6,2,fall,2,TOOL,502,5,0.1,24
1273,503,-0.16,16,0,fall,2,TOOL,503,1,0.1,24
1274,503,-0.16,16,0,fall,2,TOOL,503,2,0.1,24
1275,503,-0.16,16,0,fall,2,TOOL,503,3,0.1,24
1276,503,-0.16,16,1,fall,2,TOOL,503,4,0.1,24
1277,504,-0.26,26,0,fall,2,TOOL,504,2,0.1,24
1279,504,-0.26,26,0,fall,2,TOOL,504,4,0.1,24
1280,505,-0.36,36,0,fall,2,TOOL,505,2,0.1,24
1281,505,-0.36,36,0,fall,2,TOOL,505,3,0.1,24
1282,505,-0.36,36,0,fall,2,TOOL,505,4,0.1,24
1283,506,-0.46,46,0,fall,2,TOOL,506,2,0.1,24
1284,506,-0.46,46,0,fall,2,TOOL,506,3,0.1,24
1285,506,-0.46,46,0,fall,2,TOOL,506,4,0.1,24
1286,507,-0.56,56,0,fall,2,TOOL,507,2,0.1,24
1287,507,-0.56,56,0,fall,2,TOOL,507,3,0.1,24
1288,507,-0.56,56,0,fall,2,TOOL,507,4,0.1,24
2712,501,-0.02,2,0,fall,1,TOOL,501,1,0.1,1
2713,501,-0.02,2,8,fall,1,TOOL,501,2,0.1,1
2714,501,-0.02,2,16,fall,1,TOOL,501,3,0.1,1
2715,501,-0.02,2,10,fall,1,TOOL,501,4,0.1,1
2717,502,-0.06,6,4,fall,1,TOOL,502,1,0.1,1
2718,502,-0.06,6,8,fall,1,TOOL,502,2,0.1,1
2719,502,-0.06,6,13,fall,1,TOOL,502,3,0.1,1
2720,502,-0.06,6,3,fall,1,TOOL,502,4,0.1,1
2722,503,-0.16,16,1,fall,1,TOOL,503,1,0.1,1
2723,503,-0.16,16,2,fall,1,TOOL,503,2,0.1,1
2724,503,-0.16,16,7,fall,1,TOOL,503,3,0.1,1
2725,503,-0.16,16,1,fall,1,TOOL,503,4,0.1,1
2726,504,-0.26,26,1,fall,1,TOOL,504,2,0.1,1
2727,504,-0.26,26,1,fall,1,TOOL,504,3,0.1,1
2728,504,-0.26,26,1,fall,1,TOOL,504,4,0.1,1
2729,505,-0.36,36,0,fall,1,TOOL,505,2,0.1,1
2730,505,-0.36,36,0,fall,1,TOOL,505,3,0.1,1
2731,505,-0.36,36,0,fall,1,TOOL,505,4,0.1,1
2733,506,-0.46,46,0,fall,1,TOOL,506,3,0.1,1
2734,506,-0.46,46,0,fall,1,TOOL,506,4,0.1,1
2735,507,-0.56,56,0,fall,1,TOOL,507,2,0.1,1
2736,507,-0.56,56,0,fall,1,TOOL,507,3,0.1,1
2737,507,-0.56,56,0,fall,1,TOOL,507,4,0.1,1
2873,501,-0.02,2,0,fall,2,TOOL,501,1,0.1,1
2874,501,-0.02,2,6,fall,2,TOOL,501,2,0.1,1
2875,501,-0.02,2,6,fall,2,TOOL,501,3,0.1,1
2876,501,-0.02,2,7,fall,2,TOOL,501,4,0.1,1
2877,501,-0.02,2,5,fall,2,TOOL,501,5,0.1,1
2878,502,-0.06,6,0,fall,2,TOOL,502,1,0.1,1
2879,502,-0.06,6,6,fall,2,TOOL,502,2,0.1,1
2880,502,-0.06,6,5,fall,2,TOOL,502,3,0.1,1
2882,502,-0.06,6,2,fall,2,TOOL,502,5,0.1,1
2883,503,-0.16,16,0,fall,2,TOOL,503,1,0.1,1
2884,503,-0.16,16,0,fall,2,TOOL,503,2,0.1,1
2885,503,-0.16,16,1,fall,2,TOOL,503,3,0.1,1
2886,503,-0.16,16,1,fall,2,TOOL,503,4,0.1,1
2887,504,-0.26,26,0,fall,2,TOOL,504,2,0.1,1
2889,504,-0.26,26,0,fall,2,TOOL,504,4,0.1,1
2890,505,-0.36,36,0,fall,2,TOOL,505,2,0.1,1
2891,505,-0.36,36,0,fall,2,TOOL,505,3,0.1,1
2892,505,-0.36,36,0,fall,2,TOOL,505,4,0.1,1
2893,506,-0.46,46,0,fall,2,TOOL,506,2,0.1,1
2894,506,-0.46,46,0,fall,2,TOOL,506,3,0.1,1
2895,506,-0.46,46,0,fall,2,TOOL,506,4,0.1,1
2896,507,-0.56,56,0,fall,2,TOOL,507,2,0.1,1
2897,507,-0.56,56,0,fall,2,TOOL,507,3,0.1,1
2898,507,-0.56,56,0,fall,2,TOOL,507,4,0.1,1
4322,501,-0.02,2,0,fall,1,TOOL,501,1,0.5,24
4323,501,-0.02,2,2,fall,1,TOOL,501,2,0.5,24
4324,501,-0.02,2,1,fall,1,TOOL,501,3,0.5,24
4325,501,-0.02,2,1,fall,1,TOOL,501,4,0.5,24
4327,502,-0.06,6,1,fall,1,TOOL,502,1,0.5,24
4328,502,-0.06,6,2,fall,1,TOOL,502,2,0.5,24
4329,502,-0.06,6,1,fall,1,TOOL,502,3,0.5,24
4330,502,-0.06,6,0,fall,1,TOOL,502,4,0.5,24
4332,503,-0.16,16,1,fall,1,TOOL,503,1,0.5,24
4333,503,-0.16,16,0,fall,1,TOOL,503,2,0.5,24
4334,503,-0.16,16,1,fall,1,TOOL,503,3,0.5,24
4335,503,-0.16,16,1,fall,1,TOOL,503,4,0.5,24
4336,504,-0.26,26,0,fall,1,TOOL,504,2,0.5,24
4337,504,-0.26,26,1,fall,1,TOOL,504,3,0.5,24
4338,504,-0.26,26,1,fall,1,TOOL,504,4,0.5,24
4339,505,-0.36,36,0,fall,1,TOOL,505,2,0.5,24
4340,505,-0.36,36,0,fall,1,TOOL,505,3,0.5,24
4341,505,-0.36,36,0,fall,1,TOOL,505,4,0.5,24
4343,506,-0.46,46,0,fall,1,TOOL,506,3,0.5,24
4344,506,-0.46,46,0,fall,1,TOOL,506,4,0.5,24
4345,507,-0.56,56,0,fall,1,TOOL,507,2,0.5,24
4346,507,-0.56,56,0,fall,1,TOOL,507,3,0.5,24
4347,507,-0.56,56,0,fall,1,TOOL,507,4,0.5,24
4483,501,-0.02,2,0,fall,2,TOOL,501,1,0.5,24
4484,501,-0.02,2,2,fall,2,TOOL,501,2,0.5,24
4485,501,-0.02,2,3,fall,2,TOOL,501,3,0.5,24
4486,501,-0.02,2,2,fall,2,TOOL,501,4,0.5,24
4487,501,-0.02,2,2,fall,2,TOOL,501,5,0.5,24
4488,502,-0.06,6,0,fall,2,TOOL,502,1,0.5,24
4489,502,-0.06,6,1,fall,2,TOOL,502,2,0.5,24
4490,502,-0.06,6,2,fall,2,TOOL,502,3,0.5,24
4492,502,-0.06,6,2,fall,2,TOOL,502,5,0.5,24
4493,503,-0.16,16,0,fall,2,TOOL,503,1,0.5,24
4494,503,-0.16,16,0,fall,2,TOOL,503,2,0.5,24
4495,503,-0.16,16,0,fall,2,TOOL,503,3,0.5,24
4496,503,-0.16,16,1,fall,2,TOOL,503,4,0.5,24
4497,504,-0.26,26,0,fall,2,TOOL,504,2,0.5,24
4499,504,-0.26,26,0,fall,2,TOOL,504,4,0.5,24
4500,505,-0.36,36,0,fall,2,TOOL,505,2,0.5,24
4501,505,-0.36,36,0,fall,2,TOOL,505,3,0.5,24
4502,505,-0.36,36,0,fall,2,TOOL,505,4,0.5,24
4503,506,-0.46,46,0,fall,2,TOOL,506,2,0.5,24
4504,506,-0.46,46,0,fall,2,TOOL,506,3,0.5,24
4505,506,-0.46,46,0,fall,2,TOOL,506,4,0.5,24
4506,507,-0.56,56,0,fall,2,TOOL,507,2,0.5,24
4507,507,-0.56,56,0,fall,2,TOOL,507,3,0.5,24
4508,507,-0.56,56,0,fall,2,TOOL,507,4,0.5,24
5932,501,-0.02,2,0,fall,1,TOOL,501,1,1,24
