"Mass","formula","HC","OC"
641.370434,"C38H58O4S2",1.53,0.11
641.3856773,"C42H58O1S2",1.38,0.02
641.393482,"C33H59O8N2P1",1.79,0.24
641.3971739,"C30H63O8N2S1P1",2.1,0.27
641.3977627,"C38H59O6P1",1.55,0.16
641.4034545,"C31H63O11P1",2.03,0.35
641.405356,"C30H62O10N2S1",2.07,0.33
641.405901,"C38H58O8",1.53,0.21
641.4065584,"C39H62O3S2",1.59,0.08
641.406888,"C39H62O3S2",1.59,0.08
641.4089442,"C37H59O5N2P1",1.59,0.14
641.4278235,"C36H66O5S2",1.83,0.14
641.439833,"C32H67O10P1",2.09,0.31
641.4429299,"C40H66O2S2",1.65,0.05
641.4642991,"C37H70O4S2",1.89,0.11
641.466296,"C35H67O6N2P1",1.91,0.17
641.4795833,"C41H70O1S2",1.71,0.02
641.5007932,"C38H74O3S2",1.95,0.08
641.5369586,"C39H78O2S2",2,0.05
641.5734611,"C40H82O1S2",2.05,0.03
642.3726037,"C30H63O7N1S1P2",2.1,0.23
642.3857174,"C33H57O11N1",1.73,0.33
642.386592,"C34H61O6N1S2",1.79,0.18
642.38761,"C35H65O1N1S4",1.86,0.03
642.425405,"C33H62O7N3P1",1.88,0.21
642.469211,"C36H70O4N1S1P1",1.94,0.11
642.49605,"C37H73O3N1S2",1.97,0.08
642.5035955,"C39H69O2N3S1",1.77,0.05
642.542745,"C36H73O6N3",2.03,0.17
643.3488093,"C36H52O10",1.44,0.28
643.3492858,"C28H58O10N2P2",2.07,0.36
643.3846445,"C29H60O11N2S1",2.07,0.38
643.3852525,"C37H56O9",1.51,0.24
643.3857196,"C29H62O9N2P2",2.14,0.31
643.388301,"C36H57O6N2P1",1.58,0.17
643.40638,"C34H60O11",1.76,0.32
643.4073175,"C35H64O6S2",1.83,0.17
643.4208077,"C30H64O10N2S1",2.13,0.33
643.4214287,"C38H60O8",1.58,0.21
643.4220077,"C30H66O8N2P2",2.2,0.27
643.4225659,"C39H64O3S2",1.64,0.08
643.424822,"C35H64O8S1",1.83,0.23
643.4342612,"C35H65O8P1",1.86,0.23
643.4436284,"C36H68O5S2",1.89,0.14
643.4578367,"C39H64O7",1.64,0.18
643.4588627,"C40H68O2S2",1.7,0.05
643.460855,"C38H65O4N2P1",1.71,0.11
643.4613838,"C36H68O7S1",1.89,0.19
643.4821081,"C35H69O6N2P1",1.97,0.17
643.4944284,"C40H68O6",1.7,0.15
643.4953387,"C41H72O1S2",1.76,0.02
643.497627,"C37H72O6S1",1.95,0.16
643.5089735,"C36H72O5N2S1",2,0.14
643.5153166,"C37H72O8",1.95,0.22
643.5163669,"C38H76O3S2",2,0.08
643.518502,"C36H73O5N2P1",2.03,0.14
643.5266401,"C36H72O7N2",2,0.19
643.543394,"C38H77O5P1",2.03,0.13
643.545297,"C37H76O4N2S1",2.05,0.11
643.580104,"C39H81O4P1",2.08,0.1
644.386299,"C29H59O14N1",2.03,0.48
644.5117175,"C37H75O3N1S2",2.03,0.08
644.5294444,"C37H75O5N1S1",2.03,0.14
644.5389931,"C37H76O5N1P1",2.05,0.14
645.328735,"C36H54O6S2",1.5,0.17
645.3639151,"C28H58O12N2S1",2.07,0.43
645.3645971,"C36H54O10",1.5,0.28
645.3652814,"C37H58O5S2",1.57,0.14
645.367381,"C35H55O7N2P1",1.57,0.2
645.4002844,"C29H62O11N2S1",2.14,0.38
645.4009315,"C37H58O9",1.57,0.24
645.4016615,"C38H62O4S2",1.63,0.11
645.403607,"C36H59O6N2P1",1.64,0.17
645.4290623,"C38H63O6P1",1.66,0.16
645.4372476,"C38H62O8",1.63,0.21
645.4501592,"C35H67O8P1",1.91,0.23
645.451904,"C34H66O7N2S1",1.94,0.21
645.45241,"C42H62O5",1.48,0.12
645.461167,"C34H67O7N2P1",1.97,0.21
645.4654785,"C39H67O5P1",1.72,0.13
645.474348,"C40H70O2S2",1.75,0.05
645.4769323,"C36H70O7S1",1.94,0.19
645.4880535,"C35H70O6N2S1",2,0.17
645.488955,"C43H66O4",1.53,0.09
645.492276,"C40H70O4S1",1.75,0.1
645.4957509,"C37H74O4S2",2,0.11
645.4976177,"C35H71O6N2P1",2.03,0.17
645.5246375,"C36H74O5N2S1",2.06,0.14
645.5414298,"C38H79O3S1P1",2.08,0.08
645.543307,"C37H78O2N2S2",2.11,0.05
645.546169,"C41H74O5",1.8,0.12
645.549619,"C38H78O5S1",2.05,0.13
646.441052,"C40H61O2N3S1",1.52,0.05
646.4543125,"C35H69O5N1S2",1.97,0.14
646.4720864,"C35H69O7N1S1",1.97,0.2
646.477419,"C41H65O1N3S1",1.59,0.02
646.50616,"C40H73O1N1S2",1.82,0.03
646.508065,"C38H70O3N3P1",1.84,0.08
647.3428594,"C27H56O13N2S1",2.07,0.48
647.344557,"C36H56O6S2",1.56,0.17
647.377826,"C29H61O13P1",2.1,0.45
647.3805948,"C28H62O10N2P2",2.21,0.36
647.4163047,"C37H60O9",1.62,0.24
647.4172668,"C38H64O4S2",1.68,0.11
647.4538456,"C39H68O3S2",1.74,0.08
647.4560963,"C35H68O8S1",1.94,0.23
647.466474,"C36H73O3S2P1",2.03,0.08
647.476904,"C34H69O7N2P1",2.03,0.21
647.4892348,"C39H68O7",1.74,0.18
647.4901255,"C40H72O2S2",1.8,0.05
647.492378,"C38H69O4N2P1",1.82,0.11
647.492723,"C36H72O7S1",2,0.19
647.5257559,"C40H72O6",1.8,0.15
647.5287825,"C37H76O6S1",2.05,0.16
647.53852,"C37H77O6P1",2.08,0.16
648.126374,"C21H31O22N1",1.48,1.05
648.344643,"C27H55O16N1",2.04,0.59
648.4781283,"C37H67O4N3S1",1.81,0.11
648.480641,"C33H67O9N3",2.03,0.27
648.487621,"C37H68O4N3P1",1.84,0.11
648.516809,"C34H71O8N3",2.09,0.24
648.5336815,"C36H76O6N1P1",2.11,0.17
648.5355407,"C35H75O5N3S1",2.14,0.14
648.5506325,"C39H75O2N3S1",1.92,0.05
649.356854,"C28H59O14P1",2.11,0.5
649.3588584,"C27H58O13N2S1",2.15,0.48
649.3600893,"C36H58O6S2",1.61,0.17
649.3958475,"C36H58O10",1.61,0.28
649.3965532,"C37H62O5S2",1.68,0.14
649.399123,"C33H62O10S1",1.88,0.3
649.423687,"C37H63O7P1",1.7,0.19
649.4321992,"C37H62O9",1.68,0.24
649.444918,"C45H62O1S1",1.38,0.02
649.4460357,"C35H71O4S2P1",2.03,0.11
649.4465365,"C33H66O8N2S1",2,0.24
649.447818,"C33H68O6N2P2",2.06,0.18
649.468416,"C38H66O8",1.74,0.21
649.4694962,"C39H70O3S2",1.79,0.08
649.480638,"C38H70O2N2S2",1.84,0.05
649.482927,"C34H70O7N2S1",2.06,0.21
649.4835913,"C42H66O5",1.57,0.12
649.505768,"C40H74O2S2",1.85,0.05
649.5080502,"C38H71O4N2P1",1.87,0.11
649.5414359,"C40H74O6",1.85,0.15
650.3996326,"C38H57O4N3S1",1.5,0.11
650.4722955,"C40H65O2N3S1",1.62,0.05
650.476766,"C34H70O8N1P1",2.06,0.24
650.508871,"C41H69O1N3S1",1.68,0.02
650.5730793,"C40H77O5N1",1.93,0.12
651.3747983,"C35H56O11",1.6,0.31
651.375816,"C36H60O6S2",1.67,0.17
651.3895723,"C31H60O10N2S1",1.94,0.32
651.3906205,"C32H64O5N2S3",2,0.16
651.391018,"C40H60O3S2",1.5,0.07
651.4114469,"C36H60O10",1.67,0.28
651.414451,"C35H61O7N2P1",1.74,0.2
651.415559,"C34H68O5S3",2,0.15
651.425129,"C34H69O5S2P1",2.03,0.15
651.4269917,"C40H60O7",1.5,0.17
651.427384,"C41H64O2S2",1.56,0.05
651.4394924,"C37H65O7P1",1.76,0.19
651.4428916,"C34H69O7S1P1",2.03,0.21
651.4478467,"C37H64O9",1.73,0.24
651.463208,"C41H64O6",1.56,0.15
651.463578,"C42H68O1S2",1.62,0.02
651.463944,"C42H68O1S2",1.62,0.02
651.4842761,"C38H68O8",1.79,0.21
651.4874946,"C35H72O8S1",2.06,0.23
651.494681,"C39H73O3S1P1",1.87,0.08
651.4969353,"C35H73O8P1",2.09,0.23
651.5206855,"C39H72O7",1.85,0.18
651.521336,"C40H76O2S2",1.9,0.05
651.5233343,"C38H73O4N2P1",1.92,0.11
651.5567376,"C40H76O6",1.9,0.15
651.6297918,"C42H84O4",2,0.1
652.451576,"C39H63O3N3S1",1.62,0.08
652.486425,"C41H68O3N1P1",1.66,0.07
652.4881844,"C40H67O2N3S1",1.68,0.05
652.515943,"C38H71O7N1",1.87,0.18
652.516594,"C39H75O2N1S2",1.92,0.05
652.527183,"C37H71O6N3",1.92,0.16
652.5632918,"C38H75O5N3",1.97,0.13
652.599913,"C39H79O4N3",2.03,0.1
653.355058,"C35H58O7S2",1.66,0.2
653.369006,"C30H58O11N2S1",1.93,0.37
653.3695789,"C38H54O9",1.42,0.24
653.3702015,"C39H58O4S2",1.49,0.1
653.405055,"C31H62O10N2S1",2,0.32
653.4059618,"C39H58O8",1.49,0.21
653.4065618,"C31H64O8N2P2",2.06,0.26
653.406953,"C40H62O3S2",1.55,0.07
653.418723,"C36H63O8P1",1.75,0.22
653.4269852,"C36H62O10",1.72,0.28
653.438106,"C35H62O9N2",1.77,0.26
653.439953,"C33H67O10P1",2.03,0.3
653.4425188,"C40H62O7",1.55,0.17
653.4430347,"C41H66O2S2",1.61,0.05
653.4452057,"C39H63O4N2P1",1.62,0.1
653.4632919,"C37H66O9",1.78,0.24
653.466324,"C36H67O6N2P1",1.86,0.17
653.466807,"C34H70O9S1",2.06,0.26
653.4793608,"C42H70O1S2",1.67,0.02
653.482028,"C38H70O6S1",1.84,0.16
653.5007117,"C39H74O3S2",1.9,0.08
653.5029407,"C37H71O5N2P1",1.92,0.14
653.5103211,"C39H75O3S1P1",1.92,0.08
653.5363462,"C39H74O7",1.9,0.18
653.5369451,"C40H78O2S2",1.95,0.05
653.5725672,"C40H78O6",1.95,0.15
653.5735923,"C41H82O1S2",2,0.02
653.6090652,"C41H82O5",2,0.12
654.43087,"C38H61O4N3S1",1.61,0.11
654.433333,"C34H61O9N3",1.79,0.26
654.467491,"C39H65O3N3S1",1.67,0.08
654.47995,"C33H69O11N1",2.09,0.33
654.503672,"C40H69O2N3S1",1.73,0.05
654.5686626,"C40H81O1N1S2",2.02,0.03
654.61546,"C39H81O4N3",2.08,0.1
655.311796,"C28H52O13N2S1",1.86,0.46
655.314357,"C24H52O18N2",2.17,0.75
655.3488224,"C37H52O10",1.41,0.27
655.370573,"C35H60O7S2",1.71,0.2
655.38548,"C38H56O9",1.47,0.24
655.3860051,"C39H60O4S2",1.54,0.1
655.3884495,"C35H60O9S1",1.71,0.26
655.406347,"C35H60O11",1.71,0.31
655.40713,"C36H64O6S2",1.78,0.17
655.409104,"C34H61O8N2P1",1.79,0.24
655.4218361,"C39H60O8",1.54,0.21
655.4225826,"C40H64O3S2",1.6,0.07
655.42439,"C38H61O5N2P1",1.61,0.13
655.424722,"C36H64O8S1",1.78,0.22
655.4427578,"C36H64O10",1.78,0.28
655.4457557,"C35H65O7N2P1",1.86,0.2
655.4586604,"C41H68O2S2",1.66,0.05
655.4790636,"C37H68O9",1.84,0.24
655.4821708,"C36H69O6N2P1",1.92,0.17
655.4951972,"C42H72O1S2",1.71,0.02
655.5153571,"C38H72O8",1.89,0.21
655.5185272,"C37H73O5N2P1",1.97,0.14
655.5527744,"C40H80O2S2",2,0.05
655.5881427,"C40H80O6",2,0.15
655.606853,"C41H84O3S1",2.05,0.07
656.4450143,"C39H64O5N1P1",1.64,0.13
656.482933,"C39H67O3N3S1",1.72,0.08
656.4848439,"C37H72O4N1S1P1",1.95,0.11
656.5193476,"C40H71O2N3S1",1.77,0.05
656.555856,"C41H75O1N3S1",1.83,0.02
656.5750666,"C39H80O4N1P1",2.05,0.1
656.5945733,"C38H79O5N3",2.08,0.13
657.328256,"C29H58O8N2S3",2,0.28
657.3639203,"C29H58O12N2S1",2,0.41
657.3645421,"C37H54O10",1.46,0.27
657.3651026,"C38H58O5S2",1.53,0.13
657.392756,"C38H59O7P1",1.55,0.18
657.3969605,"C33H58O11N2",1.76,0.33
657.39945,"C32H67O7S2P1",2.09,0.22
657.4001405,"C30H62O11N2S1",2.07,0.37
657.4007839,"C38H58O9",1.53,0.24
657.4012383,"C30H64O9N2P2",2.13,0.3
657.422088,"C35H62O11",1.77,0.31
657.425134,"C32H66O11S1",2.06,0.34
657.438242,"C40H66O3S2",1.65,0.07
657.440158,"C38H63O5N2P1",1.66,0.13
657.449921,"C36H67O8P1",1.86,0.22
657.4583442,"C36H66O10",1.83,0.28
657.459352,"C37H70O5S2",1.89,0.14
657.4735318,"C40H66O7",1.65,0.17
657.4764122,"C39H67O4N2P1",1.72,0.1
657.476898,"C37H70O7S1",1.89,0.19
657.489052,"C37H74O1N2S3",2,0.03
657.4947243,"C37H70O9",1.89,0.24
657.4956505,"C38H74O4S2",1.95,0.11
657.507556,"C45H70O1S1",1.56,0.02
657.509963,"C41H70O6",1.71,0.15
657.524453,"C37H74O5N2S1",2,0.14
657.5309233,"C38H74O8",1.95,0.21
657.534252,"C37H75O5N2P1",2.03,0.14
657.582561,"C43H78O4",1.81,0.09
658.366578,"C30H61O10N1S2",2.03,0.33
658.367685,"C30H63O8N1S1P2",2.1,0.27
658.438206,"C31H65O13N1",2.1,0.42
658.49079,"C37H73O4N1S2",1.97,0.11
658.562748,"C38H77O7N1",2.03,0.18
658.589299,"C41H77O3N3",1.88,0.07
659.3431509,"C28H56O13N2S1",2,0.46
659.3438243,"C36H52O11",1.44,0.31
659.344563,"C37H56O6S2",1.51,0.16
659.3787367,"C31H65O8S2P1",2.1,0.26
659.3795111,"C29H60O12N2S1",2.07,0.41
659.3801742,"C37H56O10",1.51,0.27
659.3806533,"C29H62O10N2P2",2.14,0.34
659.382914,"C36H57O7N2P1",1.58,0.19
659.392766,"C34H61O10P1",1.79,0.29
659.4157742,"C30H64O11N2S1",2.13,0.37
659.416468,"C38H60O9",1.58,0.24
659.4170528,"C30H66O9N2P2",2.2,0.3
659.419664,"C35H64O9S1",1.83,0.26
659.4377085,"C35H64O11",1.83,0.31
659.450326,"C43H64O3S1",1.49,0.07
659.4528493,"C39H64O8",1.64,0.21
659.4538838,"C40H68O3S2",1.7,0.07
659.456166,"C36H68O8S1",1.89,0.22
659.474834,"C37H72O5S2",1.95,0.14
659.477099,"C35H69O7N2P1",1.97,0.2
659.4924873,"C37H72O7S1",1.95,0.19
659.4934805,"C38H76O2S3",2,0.05
659.5036796,"C36H72O6N2S1",2,0.17
659.5047355,"C44H68O4",1.55,0.09
659.5113448,"C38H76O4S2",2,0.11
659.5135045,"C36H73O6N2P1",2.03,0.17
659.526327,"C42H76O1S2",1.81,0.02
659.538513,"C38H77O6P1",2.03,0.16
659.5982008,"C43H80O4",1.86,0.09
659.634751,"C44H84O3",1.91,0.07
660.3468357,"C29H61O9N1S1P2",2.1,0.31
660.469281,"C35H67O10N1",1.91,0.29
660.5055315,"C36H71O9N1",1.97,0.25
660.5064573,"C37H75O4N1S2",2.03,0.11
660.514422,"C39H71O3N3S1",1.82,0.08
660.5240626,"C37H75O6N1S1",2.03,0.16
660.524401,"C37H75O6N1S1",2.03,0.16
660.5338464,"C37H76O6N1P1",2.05,0.16
661.3228295,"C35H50O12",1.43,0.34
661.3234675,"C27H56O12N2P2",2.07,0.44
661.35786,"C30H63O9S2P1",2.1,0.3
661.3585838,"C28H58O13N2S1",2.07,0.46
661.3591962,"C36H54O11",1.5,0.31
661.360275,"C37H58O6S2",1.57,0.16
661.3948926,"C29H62O12N2S1",2.14,0.41
661.3965933,"C38H62O5S2",1.63,0.13
661.4353885,"C35H66O9S1",1.89,0.26
661.447172,"C42H62O6",1.48,0.14
661.4682972,"C39H66O8",1.69,0.21
661.471801,"C36H70O8S1",1.94,0.22
661.4814585,"C36H71O8P1",1.97,0.22
661.482332,"C37H75O3S2P1",2.03,0.08
661.4904856,"C37H74O5S2",2,0.14
661.504966,"C40H70O7",1.75,0.17
661.508069,"C37H74O7S1",2,0.19
661.5268478,"C38H78O4S2",2.05,0.11
661.528876,"C36H75O6N2P1",2.08,0.17
661.538034,"C37H78O3N2S2",2.11,0.08
661.5413203,"C41H74O6",1.8,0.15
661.5420002,"C42H78O1S2",1.86,0.02
661.5443883,"C38H78O6S1",2.05,0.16
661.577524,"C42H78O5",1.86,0.12
662.4672013,"C35H69O8N1S1",1.97,0.23
662.4726513,"C41H65O2N3S1",1.59,0.05
662.5131195,"C36H74O7N1P1",2.06,0.19
662.5324905,"C35H73O8N3",2.09,0.23
662.539511,"C39H74O3N3P1",1.9,0.08
662.5492918,"C37H78O6N1P1",2.11,0.16
662.5510995,"C36H77O5N3S1",2.14,0.14
663.338428,"C35H52O12",1.49,0.34
663.375846,"C37H60O6S2",1.62,0.16
663.4115421,"C37H60O10",1.62,0.27
663.4121497,"C38H64O5S2",1.68,0.13
663.4259507,"C33H64O9N2S1",1.94,0.27
663.426551,"C41H60O7",1.46,0.17
663.4478138,"C38H64O9",1.68,0.24
663.4487773,"C39H68O4S2",1.74,0.1
663.460558,"C46H64O1S1",1.39,0.02
663.461319,"C36H73O4S2P1",2.03,0.11
663.4631,"C42H64O6",1.52,0.14
663.469849,"C36H72O6S2",2,0.17
663.4839539,"C39H68O8",1.74,0.21
663.4850974,"C40H72O3S2",1.8,0.07
663.4872328,"C38H69O5N2P1",1.82,0.13
663.49707,"C36H73O8P1",2.03,0.22
663.5181823,"C44H72O2S1",1.64,0.05
663.5215098,"C41H76O2S2",1.85,0.05
663.523595,"C39H73O4N2P1",1.87,0.1
663.523966,"C37H76O7S1",2.05,0.19
663.535088,"C36H76O6N2S1",2.11,0.17
663.5530233,"C36H76O8N2",2.11,0.22
664.4880887,"C41H67O2N3S1",1.63,0.05
664.4924103,"C35H72O8N1P1",2.06,0.23
664.528504,"C36H76O7N1P1",2.11,0.19
664.5457721,"C39H75O3N3S1",1.92,0.08
664.5479562,"C35H75O8N3",2.14,0.23
664.5551405,"C39H76O3N3P1",1.95,0.08
665.390651,"C36H58O11",1.61,0.31
665.394057,"C33H62O11S1",1.88,0.33
665.4061293,"C33H66O5N2S3",2,0.15
665.4066607,"C41H62O3S2",1.51,0.07
665.429882,"C36H63O7N2P1",1.75,0.19
665.4416495,"C33H66O9N2S1",2,0.27
665.442462,"C41H62O7",1.51,0.17
665.445831,"C38H66O7S1",1.74,0.18
665.464258,"C39H70O4S2",1.79,0.1
665.4662373,"C37H67O6N2P1",1.81,0.16
665.466786,"C35H70O9S1",2,0.26
665.477981,"C34H70O8N2S1",2.06,0.24
665.478919,"C42H66O6",1.57,0.14
665.479642,"C43H70O1S2",1.63,0.02
665.4973135,"C43H70O3S1",1.63,0.07
665.5007524,"C40H74O3S2",1.85,0.07
665.5030218,"C36H74O8S1",2.06,0.22
665.5145625,"C35H74O7N2S1",2.11,0.2
665.533761,"C44H74O2S1",1.68,0.05
665.5393242,"C39H75O4N2P1",1.92,0.1
665.5727307,"C41H78O6",1.9,0.15
665.5732463,"C42H82O1S2",1.95,0.02
666.5037215,"C41H69O2N3S1",1.68,0.05
666.519103,"C34H74O7N3P1",2.18,0.21
666.532346,"C40H77O2N1S2",1.93,0.05
666.5686983,"C41H81O1N1S2",1.98,0.02
666.578936,"C39H77O5N3",1.97,0.13
666.6040758,"C41H81O5N1",1.98,0.12
666.6153685,"C40H81O4N3",2.02,0.1
666.640422,"C42H85O4N1",2.02,0.1
667.369963,"C35H56O12",1.6,0.34
667.3843623,"C31H60O11N2S1",1.94,0.35
667.385067,"C39H56O9",1.44,0.23
667.3856315,"C31H62O9N2P2",2,0.29
667.4062966,"C36H60O11",1.67,0.31
667.4071337,"C37H64O6S2",1.73,0.16
667.419846,"C34H69O6S2P1",2.03,0.18
667.4209467,"C32H64O10N2S1",2,0.31
667.4215497,"C40H60O8",1.5,0.2
667.4220424,"C32H66O8N2P2",2.06,0.25
667.4342695,"C37H65O8P1",1.76,0.22
667.440151,"C41H64O5S1",1.56,0.12
667.4433665,"C38H68O5S2",1.79,0.13
667.457178,"C33H68O9N2S1",2.06,0.27
667.4578743,"C41H64O7",1.56,0.17
667.4583583,"C33H70O7N2P2",2.12,0.21
667.4589665,"C42H68O2S2",1.62,0.05
667.4607915,"C40H65O4N2P1",1.62,0.1
667.4789675,"C38H68O9",1.79,0.24
667.48225,"C35H72O9S1",2.06,0.26
667.4934909,"C34H72O8N2S1",2.12,0.24
667.4944536,"C42H68O6",1.62,0.14
667.4950466,"C43H72O1S2",1.67,0.02
667.497824,"C39H72O6S1",1.85,0.15
667.5154837,"C39H72O8",1.85,0.21
667.5164741,"C40H76O3S2",1.9,0.07
667.5518045,"C40H76O7",1.9,0.17
667.5548636,"C39H77O4N2P1",1.97,0.1
667.5880235,"C41H80O6",1.95,0.15
667.5892307,"C42H84O1S2",2,0.02
667.6245476,"C42H84O5",2,0.12
667.6546276,"C42H88O1N2S1",2.1,0.02
668.367052,"C36H63O2N1S4",1.75,0.06
668.459611,"C36H68O4N3S1P1",1.89,0.11
668.4829165,"C40H67O3N3S1",1.68,0.07
668.510818,"C38H71O8N1",1.87,0.21
668.5195774,"C41H71O2N3S1",1.73,0.05
668.5218905,"C37H71O7N3",1.92,0.19
668.547029,"C39H75O7N1",1.92,0.18
668.5557984,"C42H75O1N3S1",1.79,0.02
668.5834352,"C40H79O6N1",1.98,0.15
668.619677,"C41H83O5N1",2.02,0.12
668.631206,"C40H83O4N3",2.08,0.1
669.32751,"C29H54O13N2S1",1.86,0.45
669.356043,"C38H55O8P1",1.45,0.21
669.360354,"C33H54O12N2",1.64,0.36
669.3638187,"C30H58O12N2S1",1.93,0.4
669.3646197,"C38H54O10",1.42,0.26
669.3653344,"C39H58O5S2",1.49,0.13
669.4010613,"C39H58O9",1.49,0.23
669.4017533,"C40H62O4S2",1.55,0.1
669.4162048,"C43H58O6",1.35,0.14
669.416894,"C44H62O1S2",1.41,0.02
669.4221346,"C36H62O11",1.72,0.31
669.425304,"C33H66O11S1",2,0.33
669.4364138,"C32H66O10N2S1",2.06,0.31
669.4370188,"C40H62O8",1.55,0.2
669.4377118,"C41H66O3S2",1.61,0.07
669.4381695,"C41H66O3S2",1.61,0.07
669.440553,"C37H66O8S1",1.78,0.22
669.4583204,"C37H66O10",1.78,0.27
669.4731227,"C33H70O9N2S1",2.12,0.27
669.4744195,"C42H70O2S2",1.67,0.05
669.47684,"C38H70O7S1",1.84,0.18
669.4956012,"C39H74O4S2",1.9,0.1
669.497681,"C37H71O6N2P1",1.92,0.16
669.5099955,"C42H70O6",1.67,0.14
669.5135305,"C39H74O6S1",1.9,0.15
669.5312378,"C39H74O8",1.9,0.21
669.5318193,"C40H78O3S2",1.95,0.07
669.533936,"C38H75O5N2P1",1.97,0.13
669.567652,"C40H78O7",1.95,0.17
669.5682598,"C41H82O2S2",2,0.05
669.582572,"C44H78O4",1.77,0.09
669.585976,"C41H82O4S1",2,0.1
669.6037698,"C41H82O6",2,0.15
669.619182,"C45H82O3",1.82,0.07
669.6302598,"C44H82O2N2",1.86,0.05
669.6319333,"C42H87O3P1",2.07,0.07
670.4173314,"C35H61O11N1",1.74,0.31
670.4179666,"C36H65O6N1S2",1.81,0.17
670.460523,"C40H66O5N1P1",1.65,0.12
670.46239,"C39H65O4N3S1",1.67,0.1
670.464697,"C35H65O9N3",1.86,0.26
670.4986593,"C40H69O3N3S1",1.73,0.07
670.500188,"C38H74O4N1S1P1",1.95,0.11
670.5627033,"C39H77O7N1",1.97,0.18
670.563413,"C40H81O2N1S2",2.02,0.05
670.5738631,"C38H77O6N3",2.03,0.16
670.6103152,"C39H81O5N3",2.08,0.13
671.343014,"C29H56O13N2S1",1.93,0.45
671.3440503,"C30H60O8N2S3",2,0.27
671.370999,"C41H56O2N2S2",1.37,0.05
671.371671,"C38H57O8P1",1.5,0.21
671.3792737,"C30H60O12N2S1",2,0.4
671.3810324,"C39H60O5S2",1.54,0.13
671.3834537,"C35H60O10S1",1.71,0.29
671.414158,"C32H65O12P1",2.03,0.38
671.4156752,"C31H64O11N2S1",2.06,0.35
671.4167807,"C39H60O9",1.54,0.23
671.4173215,"C40H64O4S2",1.6,0.1
671.4194797,"C38H61O6N2P1",1.61,0.16
671.437406,"C36H64O11",1.78,0.31
671.4386306,"C37H68O6S2",1.84,0.16
671.4404015,"C35H65O8N2P1",1.86,0.23
671.4537679,"C41H68O3S2",1.66,0.07
671.4557217,"C39H65O5N2P1",1.67,0.13
671.4562727,"C37H68O8S1",1.84,0.22
671.4739014,"C37H68O10",1.84,0.27
671.47701,"C36H69O7N2P1",1.92,0.19
671.4900177,"C42H72O2S2",1.71,0.05
671.4923728,"C40H69O4N2P1",1.73,0.1
671.510554,"C38H72O9",1.89,0.24
671.5112051,"C39H76O4S2",1.95,0.1
671.5134037,"C37H73O6N2P1",1.97,0.16
671.526356,"C43H76O1S2",1.77,0.02
671.528515,"C41H73O3N2P1",1.78,0.07
671.5383488,"C39H77O6P1",1.97,0.15
671.5402694,"C38H76O5N2S1",2,0.13
671.5467452,"C39H76O8",1.95,0.21
671.5496815,"C38H77O5N2P1",2.03,0.13
671.55806,"C38H76O7N2",2,0.18
671.55888,"C39H80O2N2S2",2.05,0.05
671.57657,"C39H80O4N2S1",2.05,0.1
671.583226,"C40H80O7",2,0.17
671.5839876,"C41H84O2S2",2.05,0.05
671.611452,"C41H85O4P1",2.07,0.1
672.3833537,"C31H65O8N1S1P2",2.1,0.26
672.4196945,"C32H69O7N1S1P2",2.16,0.22
672.4693933,"C36H67O10N1",1.86,0.28
672.514226,"C40H71O3N3S1",1.77,0.07
672.5244156,"C38H75O6N1S1",1.97,0.16
672.542035,"C38H75O8N1",1.97,0.21
672.550905,"C41H75O2N3S1",1.83,0.05
672.568566,"C41H75O4N3",1.83,0.1
672.5702528,"C39H80O5N1P1",2.05,0.13
673.3587967,"C29H58O13N2S1",2,0.45
673.394043,"C32H67O8S2P1",2.09,0.25
673.3965964,"C39H62O5S2",1.59,0.13
673.4313214,"C31H66O11N2S1",2.13,0.35
673.4319966,"C39H62O9",1.59,0.23
673.4325518,"C31H68O9N2P2",2.19,0.29
673.4331084,"C40H66O4S2",1.65,0.1
673.43508,"C38H63O6N2P1",1.66,0.16
673.453284,"C36H66O11",1.83,0.31
673.456054,"C35H67O8N2P1",1.91,0.23
673.468435,"C40H66O8",1.65,0.2
673.4715264,"C39H67O5N2P1",1.72,0.13
673.4720414,"C37H70O8S1",1.89,0.22
673.4813382,"C37H71O8P1",1.92,0.22
673.483162,"C36H70O7N2S1",1.94,0.19
673.483704,"C44H66O5",1.5,0.11
673.489462,"C37H70O10",1.89,0.27
673.4905897,"C38H74O5S2",1.95,0.13
673.492626,"C36H71O7N2P1",1.97,0.19
673.500115,"C38H75O5S1P1",1.97,0.13
673.5058073,"C42H74O2S2",1.76,0.05
673.507934,"C40H71O4N2P1",1.77,0.1
673.5089395,"C39H78O2S3",2,0.05
673.5178853,"C38H75O7P1",1.97,0.18
673.519562,"C37H74O6N2S1",2,0.16
673.52052,"C38H78O1N2S3",2.05,0.03
673.5288717,"C37H75O6N2P1",2.03,0.16
673.5414,"C42H74O6",1.76,0.14
673.5420878,"C43H78O1S2",1.81,0.02
673.544214,"C41H75O3N2P1",1.83,0.07
673.55254,"C41H74O5N2",1.8,0.12
673.555979,"C38H78O5N2S1",2.05,0.13
673.5565338,"C46H74O3",1.61,0.07
673.581142,"C40H82O5S1",2.05,0.12
673.614164,"C44H82O4",1.86,0.09
674.399033,"C31H67O8N1S1P2",2.16,0.26
674.472419,"C42H65O2N3S1",1.55,0.05
674.4856615,"C37H73O5N1S2",1.97,0.14
