"Mass","formula","HC","OC"
452.410812,"C28H55O3N1",1.96,0.11
452.9448304,"C14H14O9S4",1,0.64
452.946667,"C23H6O3N2S3",0.26,0.13
452.995016,"C17H10O15",0.59,0.88
453.0099336,"C21H10O12",0.48,0.57
453.010211,"C21H10O12",0.48,0.57
453.0310446,"C18H14O14",0.78,0.78
453.0313053,"C18H14O14",0.78,0.78
453.0462978,"C22H14O11",0.64,0.5
453.046574,"C22H14O11",0.64,0.5
453.055102,"C25H14O5N2S1",0.56,0.2
453.055736,"C33H10O3",0.3,0.09
453.0674024,"C19H18O13",0.95,0.68
453.0676345,"C19H18O13",0.95,0.68
453.0826096,"C23H18O10",0.78,0.43
453.0829284,"C23H18O10",0.78,0.43
453.0918727,"C34H14O2",0.41,0.06
453.092199,"C34H14O2",0.41,0.06
453.0965895,"C21H27O5S2P1",1.29,0.24
453.0997263,"C15H22O14N2",1.47,0.93
453.101409,"C24H22O7S1",0.92,0.29
453.1037226,"C20H22O12",1.1,0.6
453.103994,"C20H22O12",1.1,0.6
453.1192555,"C24H22O9",0.92,0.38
453.122527,"C21H26O9S1",1.24,0.43
453.124427,"C30H18O3N2",0.6,0.1
453.1248499,"C17H26O14",1.53,0.82
453.125379,"C20H27O6N2S1P1",1.35,0.3
453.134391,"C28H22O6",0.79,0.21
453.1402018,"C21H26O11",1.24,0.52
453.15322,"C18H31O11P1",1.72,0.61
453.154779,"C17H30O10N2S1",1.76,0.59
453.1554303,"C25H26O8",1.04,0.32
453.1557466,"C25H26O8",1.04,0.32
453.156076,"C17H32O8N2P2",1.88,0.47
453.1588848,"C22H30O8S1",1.36,0.36
453.1613098,"C18H30O13",1.67,0.72
453.1726662,"C17H30O12N2",1.76,0.71
453.1766069,"C22H30O10",1.36,0.45
453.18941,"C30H30O2S1",1,0.07
453.1921967,"C26H30O7",1.15,0.27
453.1924975,"C27H34O2S2",1.26,0.07
453.1976979,"C19H34O12",1.79,0.63
453.2129666,"C23H34O9",1.48,0.39
453.2285393,"C27H34O6",1.26,0.22
453.2493044,"C24H38O8",1.58,0.33
453.252678,"C21H42O8S1",2,0.38
453.262326,"C21H43O8P1",2.05,0.38
453.264813,"C28H38O5",1.36,0.18
453.2859098,"C25H42O7",1.68,0.28
453.3009118,"C29H42O4",1.45,0.14
453.322124,"C26H46O6",1.77,0.23
453.337387,"C30H46O3",1.53,0.1
453.3585155,"C27H50O5",1.85,0.19
453.373829,"C31H50O2",1.61,0.06
453.3949067,"C28H54O4",1.93,0.14
453.4312151,"C29H58O3",2,0.1
453.954028,"C18H6O8N3S1P1",0.33,0.44
454.034229,"C22H18O4N1S2P1",0.82,0.18
454.041678,"C21H13O11N1",0.62,0.52
454.0626757,"C18H17O13N1",0.94,0.72
454.063819,"C29H14O3N1P1",0.48,0.1
454.07144,"C21H17O7N3S1",0.81,0.33
454.077834,"C22H17O10N1",0.77,0.45
454.099356,"C19H21O12N1",1.11,0.63
454.204314,"C17H33O11N3",1.94,0.65
454.208302,"C22H33O9N1",1.5,0.41
454.2405915,"C18H37O10N3",2.06,0.56
454.88935,"C14H16O1S8",1.14,0.07
454.9605764,"C24H9O4S2P1",0.38,0.17
454.9891315,"C20H8O13",0.4,0.65
454.992699,"C17H12O13S1",0.71,0.76
455.010317,"C17H12O15",0.71,0.88
455.0255546,"C21H12O12",0.57,0.57
455.0258847,"C21H12O12",0.57,0.57
455.046665,"C18H16O14",0.89,0.78
455.0469727,"C18H16O14",0.89,0.78
455.0619733,"C22H16O11",0.73,0.5
455.0622306,"C22H16O11",0.73,0.5
455.071307,"C33H12O3",0.36,0.09
455.0830542,"C19H20O13",1.05,0.68
455.0833248,"C19H20O13",1.05,0.68
455.0983387,"C23H20O10",0.87,0.43
455.0986923,"C23H20O10",0.87,0.43
455.1041323,"C16H24O15",1.5,0.94
455.117199,"C13H29O15P1",2.23,1.15
455.1194532,"C20H24O12",1.2,0.6
455.132544,"C17H29O12P1",1.71,0.71
455.1346674,"C24H24O9",1,0.38
455.1349712,"C24H24O9",1,0.38
455.1381175,"C21H28O9S1",1.33,0.43
455.140167,"C30H20O3N2",0.67,0.1
455.1406334,"C17H28O14",1.65,0.82
455.1558227,"C21H28O11",1.33,0.52
455.170417,"C17H32O10N2S1",1.88,0.59
455.1710141,"C25H28O8",1.12,0.32
455.1713706,"C25H28O8",1.12,0.32
455.171676,"C26H32O3S2",1.23,0.12
455.176415,"C31H24O2N2",0.77,0.06
455.176927,"C18H32O13",1.78,0.72
455.184074,"C22H33O8P1",1.5,0.36
455.1921833,"C22H32O10",1.45,0.45
455.2074827,"C26H32O7",1.23,0.27
455.2078304,"C26H32O7",1.23,0.27
455.2135095,"C19H36O12",1.89,0.63
455.2286107,"C23H36O9",1.57,0.39
455.2441823,"C27H36O6",1.33,0.22
455.2650408,"C24H40O8",1.67,0.33
455.2802554,"C28H40O5",1.43,0.18
455.2836385,"C25H44O5S1",1.76,0.2
455.3014376,"C25H44O7",1.76,0.28
455.3165877,"C29H44O4",1.52,0.14
455.3377368,"C26H48O6",1.85,0.23
455.3529676,"C30H48O3",1.6,0.1
455.3893458,"C31H52O2",1.68,0.06
455.4105426,"C28H56O4",2,0.14
456.049611,"C22H20O4N1S2P1",0.91,0.18
456.0572843,"C21H15O11N1",0.71,0.52
456.077973,"C31H11O2N3",0.35,0.06
456.0995465,"C15H23O15N1",1.53,1
456.137712,"C18H35O4N1S4",1.94,0.22
456.1462135,"C17H32O9N1S1P1",1.88,0.53
456.172779,"C20H32O5N3S1P1",1.6,0.25
456.211495,"C28H31O1N3S1",1.11,0.04
456.21987,"C17H35O11N3",2.06,0.65
456.296797,"C24H43O7N1",1.79,0.29
456.34439,"C24H47O5N3",1.96,0.21
456.930346,"C23H6O5S3",0.26,0.22
456.933853,"C20H10O5S4",0.5,0.25
456.9539594,"C16H10O12S2",0.62,0.75
456.9543635,"C9H18O9N2S5",2,1
457.0047808,"C20H10O13",0.5,0.65
457.0051193,"C20H10O13",0.5,0.65
457.021263,"C18H22O2N2S5",1.22,0.11
457.0259492,"C17H14O15",0.82,0.88
457.0262427,"C17H14O15",0.82,0.88
457.0412719,"C21H14O12",0.67,0.57
457.0415925,"C21H14O12",0.67,0.57
457.0623686,"C18H18O14",1,0.78
457.062792,"C21H19O6N2S1P1",0.9,0.29
457.0775673,"C22H18O11",0.82,0.5
457.0778613,"C22H18O11",0.82,0.5
457.092209,"C18H22O10N2S1",1.22,0.56
457.0963503,"C23H22O8S1",0.96,0.35
457.096597,"C16H30O5N2S4",1.88,0.31
457.0986426,"C19H22O13",1.16,0.68
457.099197,"C22H23O5N2S1P1",1.05,0.23
457.1043333,"C17H32O6S2P2",1.88,0.35
457.112495,"C17H31O8S2P1",1.82,0.47
457.1141796,"C23H22O10",0.96,0.43
457.1350348,"C20H26O12",1.3,0.6
457.1502844,"C24H26O9",1.08,0.38
457.1506336,"C24H26O9",1.08,0.38
457.1536633,"C21H30O9S1",1.43,0.43
457.1539125,"C21H30O9S1",1.43,0.43
457.1562084,"C17H30O14",1.76,0.82
457.167639,"C16H30O13N2",1.88,0.81
457.1714937,"C21H30O11",1.43,0.52
457.1867864,"C25H30O8",1.2,0.32
457.1900498,"C22H34O8S1",1.55,0.36
457.1925432,"C18H34O13",1.89,0.72
457.203867,"C17H34O12N2",2,0.71
457.207929,"C22H34O10",1.55,0.45
457.2192178,"C21H34O9N2",1.62,0.43
457.223462,"C26H34O7",1.31,0.27
457.2442644,"C23H38O9",1.65,0.39
457.247805,"C20H42O9S1",2.1,0.45
457.2594931,"C27H38O6",1.41,0.22
457.265813,"C23H43O3N2S1P1",1.87,0.13
457.2806271,"C24H42O8",1.75,0.33
457.314496,"C29H46O2S1",1.59,0.07
457.3169725,"C25H46O7",1.84,0.28
457.3322732,"C29H46O4",1.59,0.14
457.3534595,"C26H50O6",1.92,0.23
457.3686986,"C30H50O3",1.67,0.1
457.3898123,"C27H54O5",2,0.19
458.072929,"C21H17O11N1",0.81,0.52
458.117295,"C16H31O8N1S1P2",1.94,0.5
458.125522,"C16H30O10N1S1P1",1.88,0.62
458.133691,"C16H29O12N1S1",1.81,0.75
458.188469,"C20H34O5N3S1P1",1.7,0.25
458.189536,"C19H41O3N1S4",2.16,0.16
458.210124,"C25H34O5N1P1",1.36,0.2
458.376738,"C26H54O3N1P1",2.08,0.12
458.949589,"C20H12O5S4",0.6,0.25
459.0051747,"C16H12O16",0.75,1
459.017948,"C24H12O8S1",0.5,0.33
459.0205294,"C20H12O13",0.6,0.65
459.0208095,"C20H12O13",0.6,0.65
459.036355,"C16H18O10N2P2",1.12,0.62
459.0415905,"C17H16O15",0.94,0.88
459.042144,"C20H17O7N2S1P1",0.85,0.35
459.0564772,"C34H8O1N2",0.24,0.03
459.0568636,"C21H16O12",0.76,0.57
459.072475,"C17H22O9N2P2",1.29,0.53
459.0779459,"C18H20O14",1.11,0.78
459.078565,"C21H21O6N2S1P1",1,0.29
459.090678,"C26H20O6S1",0.77,0.23
459.0931845,"C22H20O11",0.91,0.5
459.0934845,"C22H20O11",0.91,0.5
459.098783,"C28H16O5N2",0.57,0.18
459.1084252,"C26H20O8",0.77,0.31
459.108665,"C26H20O8",0.77,0.31
459.112052,"C16H32O5N2S4",2,0.31
459.1143282,"C19H24O13",1.26,0.68
459.1147795,"C22H25O5N2S1P1",1.14,0.23
459.1296099,"C23H24O10",1.04,0.43
459.1299078,"C23H24O10",1.04,0.43
459.130199,"C15H30O10N2P2",2,0.67
459.1326505,"C20H28O10S1",1.4,0.5
459.1354149,"C16H28O15",1.75,0.94
459.135676,"C16H28O15",1.75,0.94
459.1459753,"C17H33O10S1P1",1.94,0.59
459.1507466,"C20H28O12",1.4,0.6
459.151414,"C23H29O4N2S1P1",1.26,0.17
459.16606,"C24H28O9",1.17,0.38
459.1663833,"C24H28O9",1.17,0.38
459.169509,"C21H32O9S1",1.52,0.43
459.171844,"C17H32O14",1.88,0.82
459.172301,"C17H32O14",1.88,0.82
459.183118,"C16H32O13N2",2,0.81
459.1871924,"C21H32O11",1.52,0.52
459.201739,"C17H36O10N2S1",2.12,0.59
459.2024522,"C25H32O8",1.28,0.32
459.205419,"C24H33O5N2P1",1.38,0.21
459.209554,"C29H33O3P1",1.14,0.1
459.219475,"C17H36O12N2",2.12,0.71
459.2235242,"C22H36O10",1.64,0.45
459.2347513,"C21H36O9N2",1.71,0.43
459.2382873,"C18H40O9N2S1",2.22,0.5
459.2387848,"C26H36O7",1.38,0.27
459.259863,"C23H40O9",1.74,0.39
459.2751031,"C27H40O6",1.48,0.22
459.296208,"C24H44O8",1.83,0.33
459.3115281,"C28H44O5",1.57,0.18
459.3267737,"C32H44O2",1.38,0.06
459.332707,"C25H48O7",1.92,0.28
459.34797,"C29H48O4",1.66,0.14
459.3690772,"C26H52O6",2,0.23
459.3843677,"C30H52O3",1.73,0.1
459.397392,"C27H57O3P1",2.11,0.11
460.0521287,"C20H15O12N1",0.75,0.6
460.0524705,"C20H15O12N1",0.75,0.6
460.060769,"C23H15O6N3S1",0.65,0.26
460.088575,"C21H19O11N1",0.9,0.52
460.12092,"C17H23O12N3",1.35,0.71
460.166565,"C29H23O3N3",0.79,0.1
460.1670668,"C16H31O14N1",1.94,0.88
460.1688875,"C18H39O4N1S4",2.17,0.22
460.203531,"C17H35O13N1",2.06,0.76
460.2045867,"C28H32O3N1P1",1.14,0.11
460.206309,"C27H31O2N3S1",1.15,0.07
460.9110715,"C19H10O4S5",0.53,0.21
460.93345,"C13H7O13N2S1P1",0.54,1
460.999942,"C19H10O14",0.53,0.74
461.0152277,"C16H18O8N2S3",1.12,0.5
461.015714,"C15H16O11N2P2",1.07,0.73
461.0207863,"C16H14O16",0.88,1
461.021045,"C16H14O16",0.88,1
461.021383,"C19H15O8N2S1P1",0.79,0.42
461.033263,"C26H11O5N2P1",0.42,0.19
461.033747,"C24H14O8S1",0.58,0.33
461.0361385,"C20H14O13",0.7,0.65
461.0364967,"C20H14O13",0.7,0.65
461.0423858,"C27H14O2N2S2",0.52,0.07
461.0513608,"C24H14O10",0.58,0.42
461.0517047,"C24H14O10",0.58,0.42
461.056183,"C21H20O8P2",0.95,0.38
461.057378,"C17H18O15",1.06,0.88
461.0582213,"C18H22O10S2",1.22,0.56
461.0585416,"C28H15O5P1",0.54,0.18
461.0724484,"C21H18O12",0.86,0.57
461.0727413,"C21H18O12",0.86,0.57
461.080092,"C16H30O7S4",1.88,0.44
461.0888325,"C15H27O12S1P1",1.8,0.8
461.1091043,"C22H22O11",1,0.5
461.1147357,"C15H26O16",1.73,1.07
461.115955,"C26H23O6P1",0.88,0.23
461.121855,"C19H27O11P1",1.42,0.58
461.127037,"C15H30O10N2S2",2,0.67
461.1275397,"C23H26O8S1",1.13,0.35
461.1301425,"C19H26O13",1.37,0.68
461.1452516,"C23H26O10",1.13,0.43
461.145561,"C23H26O10",1.13,0.43
461.1484315,"C20H30O10S1",1.5,0.5
461.151086,"C16H30O15",1.88,0.94
461.161546,"C17H35O10S1P1",2.06,0.59
461.1636235,"C24H30O7S1",1.25,0.29
461.1663993,"C20H30O12",1.5,0.6
461.170574,"C18H38O7S3",2.11,0.39
461.175131,"C23H30O6N2S1",1.3,0.26
461.1816935,"C24H30O9",1.25,0.38
461.181991,"C24H30O9",1.25,0.38
461.1988265,"C16H34O13N2",2.12,0.81
461.2027561,"C21H34O11",1.62,0.52
461.2181042,"C25H34O8",1.36,0.32
461.2185835,"C17H40O8N2P2",2.35,0.47
461.2351613,"C17H38O12N2",2.24,0.71
461.2391875,"C22H38O10",1.73,0.45
461.2544353,"C26H38O7",1.46,0.27
461.269826,"C30H38O4",1.27,0.13
461.275534,"C23H42O9",1.83,0.39
461.2907854,"C27H42O6",1.56,0.22
461.3119438,"C24H46O8",1.92,0.33
461.3272111,"C28H46O5",1.64,0.18
461.3484368,"C25H50O7",2,0.28
461.3636298,"C29H50O4",1.72,0.14
461.387655,"C25H55O3N2P1",2.2,0.12
461.9753435,"C14H15O7N3S2P2",1.07,0.5
461.975627,"C23H13O2N1S4",0.57,0.09
462.007167,"C18H13O8N3S2",0.72,0.44
462.039204,"C24H18O3N1S2P1",0.75,0.12
462.045279,"C17H22O8N1S2P1",1.29,0.47
462.061138,"C19H17O9N3S1",0.89,0.47
462.067988,"C20H17O12N1",0.85,0.6
462.076237,"C16H33O2N1S6",2.06,0.12
462.101034,"C17H25O8N3S2",1.47,0.47
462.1018058,"C14H26O14N1P1",1.86,1
462.104285,"C21H21O11N1",1,0.52
462.10521,"C15H33O3N3S5",2.2,0.2
462.112105,"C15H31O9N1S1P2",2.07,0.6
462.121394,"C13H25O15N3",1.92,1.15
462.176947,"C23H29O9N1",1.26,0.39
462.182788,"C16H33O14N1",2.06,0.88
462.253852,"C23H45O2N1S3",1.96,0.09
462.856431,"C13H4O11S4",0.31,0.85
462.890528,"C17H6O8S2P2",0.35,0.47
462.994195,"C22H8O12",0.36,0.55
463.012619,"C25H9O6N2P1",0.36,0.24
463.0154077,"C19H12O14",0.63,0.74
463.01569,"C19H12O14",0.63,0.74
463.0306098,"C23H12O11",0.52,0.48
463.0309426,"C16H20O8N2S3",1.25,0.5
463.0366002,"C16H16O16",1,1
463.0378,"C27H13O6P1",0.48,0.22
463.049311,"C24H16O8S1",0.67,0.33
463.0517962,"C20H16O13",0.8,0.65
463.0521128,"C20H16O13",0.8,0.65
463.052924,"C31H13O3P1",0.42,0.1
463.0539805,"C21H22O6S1P2",1.05,0.29
463.0669311,"C24H16O10",0.67,0.42
463.0672644,"C24H16O10",0.67,0.42
463.072321,"C30H12O4N2",0.4,0.13
463.0729255,"C17H20O15",1.18,0.88
463.074088,"C28H17O5P1",0.61,0.18
463.0881404,"C21H20O12",0.95,0.57
463.0884395,"C21H20O12",0.95,0.57
463.093383,"C20H32O2S5",1.6,0.1
463.102768,"C17H24O11N2S1",1.41,0.65
463.1034813,"C25H20O9",0.8,0.36
463.103788,"C17H26O9N2P2",1.53,0.53
463.104119,"C17H26O9N2P2",1.53,0.53
463.106768,"C22H24O9S1",1.09,0.41
463.1092448,"C18H24O14",1.33,0.78
463.1146097,"C24H20O8N2",0.83,0.33
463.1245047,"C22H24O11",1.09,0.5
463.1303792,"C15H28O16",1.87,1.07
463.132687,"C16H34O9S1P2",2.12,0.56
463.139731,"C26H24O8",0.92,0.31
463.142946,"C23H28O8S1",1.22,0.35
463.143184,"C23H28O8S1",1.22,0.35
463.1453155,"C32H20O2N2",0.62,0.06
463.1456758,"C19H28O13",1.47,0.68
463.153654,"C24H33O3S2P1",1.38,0.12
463.1608782,"C23H28O10",1.22,0.43
463.161295,"C23H28O10",1.22,0.43
463.163936,"C22H29O7N2P1",1.32,0.32
463.176196,"C27H28O7",1.04,0.26
463.176516,"C27H28O7",1.04,0.26
463.177141,"C28H32O2S2",1.14,0.07
463.196777,"C16H36O11N2S1",2.25,0.69
463.1972887,"C24H32O9",1.33,0.38
463.21192,"C20H36O8N2S1",1.8,0.4
463.212729,"C28H32O6",1.14,0.21
463.2144523,"C16H36O13N2",2.25,0.81
463.2183545,"C21H36O11",1.71,0.52
463.227157,"C24H36O5N2S1",1.5,0.21
463.2337335,"C25H36O8",1.44,0.32
463.24899,"C29H36O5",1.24,0.17
463.2548968,"C22H40O10",1.82,0.45
463.264151,"C33H36O2",1.09,0.06
463.2701024,"C26H40O7",1.54,0.27
463.3064515,"C27H44O6",1.63,0.22
463.3275571,"C24H48O8",2,0.33
463.33471,"C28H49O3P1",1.75,0.11
463.342861,"C28H48O5",1.71,0.18
463.4156003,"C30H56O3",1.87,0.1
463.947538,"C20H7O5N3S3",0.35,0.25
463.990974,"C14H17O7N3S2P2",1.21,0.5
464.047013,"C19H15O13N1",0.79,0.68
464.055009,"C24H20O3N1S2P1",0.83,0.12
464.0835193,"C20H19O12N1",0.95,0.6
464.092249,"C12H24O14N3P1",2,1.17
464.133518,"C19H32O6N1S2P1",1.68,0.32
464.134391,"C17H27O10N3S1",1.59,0.59
464.150552,"C22H31O2N3S3",1.41,0.09
464.156189,"C22H27O10N1",1.23,0.45
464.1773523,"C19H31O12N1",1.63,0.63
464.1926807,"C23H31O9N1",1.35,0.39
464.201382,"C26H31O3N3S1",1.19,0.12
464.216815,"C19H36O8N3P1",1.89,0.42
464.225044,"C19H35O10N3",1.84,0.53
464.274038,"C28H39O1N3S1",1.39,0.04
464.2781443,"C22H44O7N1P1",2,0.32
464.301862,"C26H43O6N1",1.65,0.23
464.349408,"C26H47O4N3",1.81,0.15
464.944911,"C15H14O9S4",0.93,0.6
465.007433,"C26H10O7S1",0.38,0.27
465.0098634,"C22H10O12",0.45,0.55
465.0101965,"C22H10O12",0.45,0.55
465.0310147,"C19H14O14",0.74,0.74
465.031298,"C19H14O14",0.74,0.74
465.0466348,"C23H14O11",0.61,0.48
465.066275,"C24H20O6P2",0.83,0.25
465.066878,"C33H10O2N2",0.3,0.06
465.0674137,"C20H18O13",0.9,0.65
465.0677,"C20H18O13",0.9,0.65
465.0829007,"C24H18O10",0.75,0.42
465.083458,"C25H22O5S2",0.88,0.2
465.1037544,"C21H22O12",1.05,0.57
465.1040405,"C21H22O12",1.05,0.57
465.104332,"C24H23O4N2S1P1",0.96,0.17
465.1191016,"C25H22O9",0.88,0.36
465.119416,"C18H30O6N2S3",1.67,0.33
465.12257,"C22H26O9S1",1.18,0.41
465.1402202,"C22H26O11",1.18,0.5
465.140495,"C22H26O11",1.18,0.5
465.1461195,"C15H30O16",2,1.07
465.152906,"C30H26O3S1",0.87,0.1
465.1554136,"C26H26O8",1,0.31
465.155753,"C26H26O8",1,0.31
465.156028,"C18H32O8N2P2",1.78,0.44
465.1589262,"C23H30O8S1",1.3,0.35
465.1613764,"C19H30O13",1.58,0.68
465.1766122,"C23H30O10",1.3,0.43
465.1917425,"C27H30O7",1.11,0.26
465.1921168,"C27H30O7",1.11,0.26
465.192494,"C19H36O7N2P2",1.89,0.37
465.193826,"C15H34O14N2",2.27,0.93
465.195287,"C24H34O7S1",1.42,0.29
465.1977227,"C20H34O12",1.7,0.6
465.2129393,"C24H34O9",1.42,0.38
465.234078,"C21H38O11",1.81,0.52
465.2492794,"C25H38O8",1.52,0.32
465.2645903,"C29H38O5",1.31,0.17
465.264841,"C29H38O5",1.31,0.17
465.2704455,"C22H42O10",1.91,0.45
465.2856897,"C26H42O7",1.62,0.27
465.3011818,"C30H42O4",1.4,0.13
465.304366,"C27H46O4S1",1.7,0.15
465.315642,"C26H46O3N2S1",1.77,0.12
465.3220865,"C27H46O6",1.7,0.22
465.337464,"C31H46O3",1.48,0.1
465.343241,"C24H50O8",2.08,0.33
465.3585051,"C28H50O5",1.79,0.18
465.4312261,"C30H58O3",1.93,0.1
466.034936,"C21H13O8N3S1",0.62,0.38
466.062771,"C19H17O13N1",0.89,0.68
466.099105,"C20H21O12N1",1.05,0.6
466.135625,"C21H25O11N1",1.19,0.52
466.172393,"C14H35O10N3P2",2.5,0.71
466.180482,"C25H29O4N3S1",1.16,0.16
466.202305,"C30H29O4N1",0.97,0.13
466.204247,"C18H33O11N3",1.83,0.61
466.208394,"C23H33O9N1",1.43,0.39
466.216943,"C26H33O3N3S1",1.27,0.12
466.257491,"C21H42O8N1P1",2,0.38
466.317409,"C26H45O6N1",1.73,0.23
466.945928,"C12H20O7S6",1.67,0.58
466.953844,"C14H16O6N2S5",1.14,0.43
467.00804,"C22H12O10S1",0.55,0.45
467.0103234,"C18H12O15",0.67,0.83
467.0255072,"C22H12O12",0.55,0.55
467.02583,"C22H12O12",0.55,0.55
467.026131,"C25H13O4N2S1P1",0.52,0.16
467.041937,"C16H21O12S1P1",1.31,0.75
467.0466576,"C19H16O14",0.84,0.74
467.0469195,"C19H16O14",0.84,0.74
467.054542,"C24H21O4S2P1",0.88,0.17
467.0619513,"C23H16O11",0.7,0.48
467.0622783,"C23H16O11",0.7,0.48
467.0831067,"C20H20O13",1,0.65
467.083459,"C23H21O5N2S1P1",0.91,0.22
467.0983762,"C24H20O10",0.83,0.42
467.0986843,"C16H26O10N2P2",1.62,0.62
467.101861,"C21H24O10S1",1.14,0.48
467.102287,"C13H30O10N2S1P2",2.31,0.77
467.104364,"C17H24O15",1.41,0.88
467.115502,"C16H24O14N2",1.5,0.88
467.1194389,"C21H24O12",1.14,0.57
467.1197945,"C21H24O12",1.14,0.57
467.127562,"C15H34O10S1P2",2.27,0.67
467.132503,"C18H29O12P1",1.61,0.67
467.134216,"C17H28O11N2S1",1.65,0.65
467.1347058,"C25H24O9",0.96,0.36
467.1349965,"C25H24O9",0.96,0.36
467.135335,"C17H30O9N2P2",1.76,0.53
467.1381308,"C22H28O9S1",1.27,0.41
467.1401437,"C31H20O3N2",0.65,0.1
467.1406265,"C18H28O14",1.56,0.78
467.1498768,"C29H24O6",0.83,0.21
467.152001,"C17H28O13N2",1.65,0.76
467.1558266,"C22H28O11",1.27,0.5
467.171147,"C26H28O8",1.08,0.31
467.17139,"C26H28O8",1.08,0.31
467.174483,"C23H32O8S1",1.39,0.35
467.1883077,"C18H32O12N2",1.78,0.67
467.1922004,"C23H32O10",1.39,0.43
467.2074606,"C27H32O7",1.19,0.26
467.2077536,"C27H32O7",1.19,0.26
467.210969,"C24H36O7S1",1.5,0.29
467.2133253,"C20H36O12",1.8,0.6
467.2286266,"C24H36O9",1.5,0.38
467.243163,"C20H40O8N2S1",2,0.4
467.2438621,"C28H36O6",1.29,0.21
467.244209,"C28H36O6",1.29,0.21
467.2498508,"C21H40O11",1.9,0.52
467.2650455,"C25H40O8",1.6,0.32
467.2802391,"C29H40O5",1.38,0.17
467.280649,"C29H40O5",1.38,0.17
467.286292,"C22H44O10",2,0.45
467.3014249,"C26H44O7",1.69,0.27
467.3166883,"C30H44O4",1.47,0.13
467.3377029,"C27H48O6",1.78,0.22
467.3530176,"C31H48O3",1.55,0.1
467.3740724,"C28H52O5",1.86,0.18
467.3895512,"C32H52O2",1.62,0.06
467.4105151,"C29H56O4",1.93,0.14
467.4469655,"C30H60O3",2,0.1
467.869422,"C10H15O4N1S8",1.5,0.4
467.924765,"C19H7O4N3S4",0.37,0.21
468.041867,"C18H15O14N1",0.83,0.78
468.057132,"C22H15O11N1",0.68,0.5
468.0658,"C18H31O1N1S6",1.72,0.06
468.0782875,"C19H19O13N1",1,0.68
468.159823,"C24H27O5N3S1",1.12,0.21
468.2198855,"C18H35O11N3",1.94,0.61
468.2562545,"C19H39O10N3",2.05,0.53
468.269017,"C27H39O2N3S1",1.44,0.07
468.40581,"C28H55O4N1",1.96,0.14
468.915177,"C20H6O8S3",0.3,0.4
468.977139,"C23H6O8N2S1",0.26,0.35
469.0048398,"C21H10O13",0.48,0.62
469.005091,"C21H10O13",0.48,0.62
469.005521,"C22H14O8S2",0.64,0.36
469.01356,"C24H10O7N2S1",0.42,0.29
469.0259859,"C18H14O15",0.78,0.83
469.02636,"C21H15O7N2S1P1",0.71,0.33
469.0411901,"C22H14O12",0.64,0.55
469.04156,"C15H22O9N2S3",1.47,0.6
469.043974,"C32H10O1N2S1",0.31,0.03
469.044229,"C21H15O9N2P1",0.71,0.43
469.0623473,"C19H18O14",0.95,0.74
469.062836,"C22H19O6N2S1P1",0.86,0.27
469.0775487,"C23H18O11",0.78,0.48
469.0778943,"C23H18O11",0.78,0.48
469.08642,"C26H18O5N2S1",0.69,0.19
469.08693,"C34H14O3",0.41,0.09
469.0986697,"C20H22O13",1.1,0.65
469.0990223,"C20H22O13",1.1,0.65
469.104869,"C27H22O2N2S2",0.81,0.07
469.11411,"C24H22O10",0.92,0.42
469.1199903,"C17H26O15",1.53,0.88
469.1311005,"C16H26O14N2",1.62,0.88
469.1350108,"C21H26O12",1.24,0.57
469.135713,"C24H27O4N2S1P1",1.12,0.17
469.1504899,"C25H26O9",1.04,0.36
469.1538003,"C22H30O9S1",1.36,0.41
469.155684,"C31H22O3N2",0.71,0.1
469.1561503,"C18H30O14",1.67,0.78
469.1714399,"C22H30O11",1.36,0.5
469.171962,"C25H31O3N2S1P1",1.24,0.12
469.185247,"C20H39O6S2P1",1.95,0.3
469.1866847,"C26H30O8",1.15,0.31
469.1870058,"C26H30O8",1.15,0.31
469.187327,"C18H36O8N2P2",2,0.44
469.1902069,"C23H34O8S1",1.48,0.35
469.192578,"C19H34O13",1.79,0.68
469.2079087,"C23H34O10",1.48,0.43
469.223482,"C27H34O7",1.26,0.26
469.2289765,"C20H38O12",1.9,0.6
469.2442964,"C24H38O9",1.58,0.38
469.257278,"C21H43O9P1",2.05,0.43
469.259861,"C28H38O6",1.36,0.21
469.2807203,"C25H42O8",1.68,0.32
469.2837802,"C24H43O5N2P1",1.79,0.21
469.2841488,"C22H46O8S1",2.09,0.36
469.2953195,"C21H46O7N2S1",2.19,0.33
469.2959122,"C29H42O5",1.45,0.17
469.3170148,"C26H46O7",1.77,0.27
469.3322172,"C30H46O4",1.53,0.13
469.3534944,"C27H50O6",1.85,0.22
469.3686828,"C31H50O3",1.61,0.1
469.3898335,"C28H54O5",1.93,0.18
469.4051437,"C32H54O2",1.69,0.06
469.4261631,"C29H58O4",2,0.14
470.058994,"C11H27O9N3S2P2",2.45,0.82
470.06396,"C14H22O11N3S1P1",1.57,0.79
470.1514744,"C17H29O14N1",1.71,0.82
470.153347,"C19H37O4N1S4",1.95,0.21
470.187884,"C18H33O13N1",1.83,0.72
470.1901845,"C19H39O6N1S1P2",2.05,0.32
470.203137,"C22H33O10N1",1.5,0.45
470.224278,"C19H37O12N1",1.95,0.63
470.235525,"C18H37O11N3",2.06,0.61
470.2734825,"C28H41O3N1S1",1.46,0.11
470.38498,"C27H53O5N1",1.96,0.19
471.005159,"C17H12O16",0.71,0.94
471.0205351,"C21H12O13",0.57,0.62
